paper_id,stage,metadata_title,metadata_title_confidence,metadata_doi,metadata_doi_confidence,metadata_journal,metadata_journal_confidence,metadata_year,metadata_year_confidence,metadata_authors,metadata_document_type,metadata_document_type_confidence,metadata_route_type,metadata_exclusion_reason,metadata_exclusion_reason_confidence,catalyst_id,catalyst_name,active_metal,support,promoter,preparation_method,reduction_temp,reduction_time,reduction_atmosphere,condition_id,catalyst_ref,temperature,pressure,space_velocity,h2_co_ratio,reactor,time_on_stream,performance_id,metric,species_or_range,value,unit,confidence,target_stage,target_field,page,table_or_figure,caption,evidence_text
f1d7d60018cb7973,catalyst,,,,,,,,,,,,,,,f1d7d60018cb7973:cat001,Co/Mn-based Catalyst,"Co, Mn",,Mn,mixed cobalt manganese spinels (CoMn)3O4,,,,,,,,,,,,,,,,,,,,,,,
f1d7d60018cb7973,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,f1d7d60018cb7973:cond001,Co/Mn-based Catalyst,240,5,2400,2.1,fixed-bed tubular reactor,1000,,,,,,,,,,,,
f1d7d60018cb7973,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co–Mn,,,,,,,f1d7d60018cb7973:perf001,CO conversion,CO,51.4,%,1.0,,,,,,
f1d7d60018cb7973,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co–Mn,,,,,,,f1d7d60018cb7973:perf002,deactivation/time-on-stream performance,,0.58,%/h,0.5,,,,,,
f1d7d60018cb7973,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,performance,activity,5,Figure 2c,Figure 2c illustrates that the loss in activity (%/100 h) was significantly higher when dosing 1 ppm after ~ 1000 h TOS compared to after ~ 300 h TOS.,the loss in activity (%/100 h) was significantly higher when dosing 1 ppm after ~ 1000 h TOS compared to after ~ 300 h TOS.
f1d7d60018cb7973,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,performance,selectivity,4,Figure 2d,The CO2 selectivity was also not entirely stable and there appeared to be local changes occurring that affected water-gas-shift activity during these long tests.,The CO2 selectivity was also not entirely stable and there appeared to be local changes occurring that affected water-gas-shift activity.
f1d7d60018cb7973,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,performance,selectivity,4,Figure 2d,The CO2 selectivity was also not entirely stable and there appeared to be local changes occurring that affected water-gas-shift activity during these long tests.,the sudden changes observable after > 1250 h TOS and after > 2500 h TOS.
10bb79ec73fb257c,metadata,Dual Promotion Strategy for Cobalt-Based Fischer–Tropsch Catalysts: Hydrogen Spillover and Structural Stabilization by Ag and B,1.0,10.1007/s10562-025-05249-5,1.0,Catalysis Letters,1.0,2026,1.0,"[{'value': 'Halime Kord-Tamandani', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Younes Ghalandarzehi', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Ali Akbar Mirzaei', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.8,"[{'value': 'Research', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10bb79ec73fb257c,catalyst,,,,,,,,,,,,,,,10bb79ec73fb257c:cat001,Co/Ag,Co,γ-Al₂O₃,Ag,incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
10bb79ec73fb257c,catalyst,,,,,,,,,,,,,,,10bb79ec73fb257c:cat002,Co/Ag-B,Co,γ-Al₂O₃,"Ag, B",incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
10bb79ec73fb257c,catalyst,,,,,,,,,,,,,,,10bb79ec73fb257c:cat003,Co/Ag-Zn,Co,γ-Al₂O₃,"Ag, Zn",incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
10bb79ec73fb257c,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,10bb79ec73fb257c:cond001,Co/Ag,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
10bb79ec73fb257c,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,10bb79ec73fb257c:cond002,Co/Ag-B,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
10bb79ec73fb257c,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,10bb79ec73fb257c:cond003,Co/Ag-Zn,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,10bb79ec73fb257c:perf001,CO initial conversion,CO,66.0,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,10bb79ec73fb257c:perf002,CO steady-state conversion,CO,45.5,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,10bb79ec73fb257c:perf003,C5+ selectivity,C5+,64,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,10bb79ec73fb257c:perf004,CO initial conversion,CO,69.0,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,10bb79ec73fb257c:perf005,CO steady-state conversion,CO,60.5,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,10bb79ec73fb257c:perf006,C5+ selectivity,C5+,68.9,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,10bb79ec73fb257c:perf007,CO initial conversion,CO,61.0,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,10bb79ec73fb257c:perf008,CO steady-state conversion,CO,36,%,1.0,,,,,,
10bb79ec73fb257c,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,10bb79ec73fb257c:perf009,C5+ selectivity,C5+,56.8,%,1.0,,,,,,
10bb79ec73fb257c,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,Co ICP (wt%),8,Table 2,Cobalt and silver content of fresh promoted catalysts determined by ICP (wt%),"Co/Ag-B 15.38, Co/Ag 16.04, Co/Ag-Zn 15.41"
10bb79ec73fb257c,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,Ag ICP (wt%),8,Table 2,Cobalt and silver content of fresh promoted catalysts determined by ICP (wt%),"Co/Ag-B 0.52, Co/Ag 0.47, Co/Ag-Zn 0.44"
10bb79ec73fb257c,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,CO Initial Conversion (%),8,Table 3,Performances of the catalysts in a fixed bed reactors,"Co/Ag 66.0, Co/Ag-B 69.0, Co/Ag-Zn 61.0"
10bb79ec73fb257c,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,CO Steady-State Conversion (%),8,Table 3,Performances of the catalysts in a fixed bed reactors,"Co/Ag 45.5, Co/Ag-B 60.5, Co/Ag-Zn 36"
4446955f7d9381ea,metadata,Dual Promotion Strategy for Cobalt-Based Fischer–Tropsch Catalysts: Hydrogen Spillover and Structural Stabilization by Ag and B,1.0,10.1007/s10562-025-05249-5,1.0,Catalysis Letters,1.0,2026,1.0,"[{'value': 'Halime Kord-Tamandani', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Younes Ghalandarzehi', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Ali Akbar Mirzaei', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.8,"[{'value': 'Fischer–Tropsch synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446955f7d9381ea,catalyst,,,,,,,,,,,,,,,4446955f7d9381ea:cat001,Co/Ag,Co,γ-Al₂O₃,Ag,incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
4446955f7d9381ea,catalyst,,,,,,,,,,,,,,,4446955f7d9381ea:cat002,Co/Ag-B,Co,γ-Al₂O₃,"Ag, B",incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
4446955f7d9381ea,catalyst,,,,,,,,,,,,,,,4446955f7d9381ea:cat003,Co/Ag-Zn,Co,γ-Al₂O₃,"Ag, Zn",incipient wetness impregnation,,,,,,,,,,,,,,,,,,,,,,,
4446955f7d9381ea,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,4446955f7d9381ea:cond001,Co/Ag,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
4446955f7d9381ea,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,4446955f7d9381ea:cond002,Co/Ag-B,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
4446955f7d9381ea,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,4446955f7d9381ea:cond003,Co/Ag-Zn,room temperature to 950 °C,,,,U-shaped quartz reactor,120,,,,,,,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,4446955f7d9381ea:perf001,CO Initial Conversion,CO,66.0,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,4446955f7d9381ea:perf002,CO Steady-State Conversion,CO,45.5,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag,,,,,,,4446955f7d9381ea:perf003,C5+ Selectivity,C5+,64,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,4446955f7d9381ea:perf004,CO Initial Conversion,CO,69.0,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,4446955f7d9381ea:perf005,CO Steady-State Conversion,CO,60.5,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-B,,,,,,,4446955f7d9381ea:perf006,C5+ Selectivity,C5+,68.9,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,4446955f7d9381ea:perf007,CO Initial Conversion,CO,61.0,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,4446955f7d9381ea:perf008,CO Steady-State Conversion,CO,36,%,1.0,,,,,,
4446955f7d9381ea,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Ag-Zn,,,,,,,4446955f7d9381ea:perf009,C5+ Selectivity,C5+,56.8,%,1.0,,,,,,
4446955f7d9381ea,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,performance,CO Initial Conversion,8,Table 3,Performances of the catalysts in a fixed bed reactors,"All catalysts exhibited a gradual decline in activity over time, consistent with typical deactivation trends observed in cobalt-based Fischer–Tropsch catalysts."
4446955f7d9381ea,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,performance,CO Steady-State Conversion,8,Table 3,Performances of the catalysts in a fixed bed reactors,"The Co/Ag-B catalyst displayed the highest stability, maintaining over 60% conversion after 120 h."
4446955f7d9381ea,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,performance,Activity Loss,8,Table 3,Performances of the catalysts in a fixed bed reactors,Activity loss were calculated as (CO initial conversion − CO steady state conversion)/CO initial conversion × 100.
4446955f7d9381ea,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,performance,CTYb,8,Table 3,Performances of the catalysts in a fixed bed reactors,CTYb (10⁻⁵ mol CO·gCo⁻¹·s⁻¹) values were collected at 110−120 h.
ce14f7bda710f8f3,metadata,MECHANOCHEMICAL SYNTHESIS Optimization of solvent-free mechanochemical synthesis of Co/Al 2O3 catalysts using low- and high- energy processes,1.0,10.1007/s10853-017-1299-8,1.0,J Mater Sci,1.0,2017,1.0,"[{'value': 'Mengnan Lu, Nouria Fatah, Andrei Y. Khodakov', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Article,1.0,"[{'value': 'Mechanochemical synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce14f7bda710f8f3,catalyst,,,,,,,,,,,,,,,ce14f7bda710f8f3:cat001,Co/Al2O3,Co,Al2O3,,mechanochemical synthesis,,,,,,,,,,,,,,,,,,,,,,,
ce14f7bda710f8f3,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,ce14f7bda710f8f3:cond001,Co/Al2O3,100,1,,,fixed bed reactor,4,,,,,,,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, che)",,,,,,,ce14f7bda710f8f3:perf001,CO conversion,CO,21,%,1.0,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, che)",,,,,,,ce14f7bda710f8f3:perf002,CH4 selectivity,CH4,10,%,1.0,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, cal)",,,,,,,ce14f7bda710f8f3:perf003,CO conversion,CO,14,%,1.0,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, cal)",,,,,,,ce14f7bda710f8f3:perf004,CH4 selectivity,CH4,20,%,1.0,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (10, 250, PM)",,,,,,,ce14f7bda710f8f3:perf005,CO conversion,CO,14,%,1.0,,,,,,
ce14f7bda710f8f3,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (10, 250, PM)",,,,,,,ce14f7bda710f8f3:perf006,CH4 selectivity,CH4,25,%,1.0,,,,,,
ce14f7bda710f8f3,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,,8,Table 1,Co15%/Al2O3 catalysts prepared using mechanochemistry and impregnation,The introduction of Co 3O4 fine particles leads to a decrease in the mean diameter and an increase in the density.
ce14f7bda710f8f3,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,metadata|catalyst|reaction_conditions|performance,,5,Table S1,Characterizations of milled pure alumina samples,"With mechanical treatment in low-energy P0, significant changes in dp and Cu from 1860 to 8 lm and 1.2 to 14.5, respectively, were observed."
ce14f7bda710f8f3,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,,7,Table 1,Co15%/Al2O3 catalysts prepared using mechanochemistry and impregnation,"The mean particle size diameter dp of the Co15%/Al2O3 (40, 0.5, P0) prepared in P0 is 15 lm."
ce14f7bda710f8f3,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,metadata|catalyst|reaction_conditions|performance,,3,Figure 1,Vibratory micro-mill P0 and mechanochemical process in P0,Mechanochemical process was used for the synthesis of Co/Al2O3 catalysts containing 15 wt% Co.
5a291b8363124696,metadata,Optimization of solvent-free mechanochemical synthesis of Co/Al2O3 catalysts using low- and high- energy processes,1.0,10.1007/s10853-017-1299-8,1.0,J Mater Sci,1.0,2017,1.0,"[{'value': 'Mengnan Lu, Nouria Fatah, Andrei Y. Khodakov', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Article,1.0,"[{'value': 'Mechanochemical synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a291b8363124696,catalyst,,,,,,,,,,,,,,,5a291b8363124696:cat001,Co/Al2O3,Co,Al2O3,,mechanochemical synthesis,,,,,,,,,,,,,,,,,,,,,,,
5a291b8363124696,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,5a291b8363124696:cond001,Co/Al2O3,100-400,atmospheric,,,fixed bed glass reactor,60,,,,,,,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, che)",,,,,,,5a291b8363124696:perf001,CO conversion,CO,21,%,1.0,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, che)",,,,,,,5a291b8363124696:perf002,CH4 selectivity,CH4,10,%,1.0,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, cal)",,,,,,,5a291b8363124696:perf003,CO conversion,CO,14,%,1.0,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (40, 0.5, P0, cal)",,,,,,,5a291b8363124696:perf004,CH4 selectivity,CH4,20,%,1.0,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (10, 250, PM)",,,,,,,5a291b8363124696:perf005,CO conversion,CO,19,%,1.0,,,,,,
5a291b8363124696,performance,,,,,,,,,,,,,,,,,,,,,,,,,"Co15%/Al2O3 (10, 250, PM)",,,,,,,5a291b8363124696:perf006,CH4 selectivity,CH4,16,%,1.0,,,,,,
5a291b8363124696,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,,8,Table 1,Co15%/Al2O3 catalysts prepared using mechanochemistry and impregnation,"The mean particle size diameter d p of the Co15%/Al2O3 (40, 0.5, P0) prepared in P0 is 15 lm, and no large particles are observed."
5a291b8363124696,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,metadata|catalyst|reaction_conditions|performance,,5,Table S1,Characterizations of milled pure alumina (c-Al2O3) samples,"With mechanical treatment in low-energy P0, significant changes in dp and Cu from 1860 to 8 lm and 1.2 to 14.5, respectively, were observed."
7efc3bcb5da76966,metadata,Design of ruthenium-zeolite nanocomposites for enhanced hydrocarbon synthesis from syngas,1.0,10.1007/s10853-021-06457-1,1.0,Journal of Materials Science,1.0,2021,1.0,"[{'value': 'De´ bora R. Strossi Pedrolo, Vitaly V. Ordomsky, Marcio Schwaab, Nilson R. Marcilio, Andrei Y. Khodakov', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,1.0,"[{'value': 'Synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 0.8}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7efc3bcb5da76966,catalyst,,,,,,,,,,,,,,,7efc3bcb5da76966:cat001,RuCNT/ZSM-5,Ruthenium,ZSM-5,,Synthesis using carbon nanotubes as a secondary hard template,,,,,,,,,,,,,,,,,,,,,,,
7efc3bcb5da76966,catalyst,,,,,,,,,,,,,,,7efc3bcb5da76966:cat002,RuCNT/BEA,Ruthenium,BEA,,Synthesis using carbon nanotubes as a secondary hard template,,,,,,,,,,,,,,,,,,,,,,,
7efc3bcb5da76966,catalyst,,,,,,,,,,,,,,,7efc3bcb5da76966:cat003,CoCNT/BEA,Cobalt,BEA,,Synthesis using carbon nanotubes as a secondary hard template,,,,,,,,,,,,,,,,,,,,,,,
7efc3bcb5da76966,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,7efc3bcb5da76966:cond001,Co/BEA,250,20,20–70 L/gCo h,2,high-pressure fixed bed reactor,40,,,,,,,,,,,,
7efc3bcb5da76966,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,7efc3bcb5da76966:perf001,conversion,CO,35,%,1.0,,,,,,
7efc3bcb5da76966,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,7efc3bcb5da76966:perf002,STY,CO,1380,mmol CO h^-1 gcat^-1,1.0,,,,,,
7efc3bcb5da76966,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,7efc3bcb5da76966:perf003,selectivity,CH4,61.2,%,1.0,,,,,,
7efc3bcb5da76966,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/BEA,,,,,,,7efc3bcb5da76966:perf004,selectivity,CH4,11.6,%,1.0,,,,,,
7efc3bcb5da76966,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata,,3,Figure 1,Schema of synthesis of metal zeolite catalysts,The hierarchical ZSM-5 zeolite with ruthenium was synthesized by using the following initial composition of the gel: 2.7NaCl:1Al2O3:12.5-TPAOH:55.8SiO2:7500H2O.
7efc3bcb5da76966,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,reaction_conditions,,4,Figure 2,Low temperature nitrogen adsorption–desorption isotherms over metal zeolite catalysts,The nitrogen adsorption–desorption isotherms of the metal zeolite catalysts are shown in Fig. 2.
7efc3bcb5da76966,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,performance,particle size,5,Table 1,Textural properties,The particle size of Co3O4 and RuO3 calculated using the Scherrer equation (Table 1) was between 9 and 44 nm.
7efc3bcb5da76966,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,performance,surface area,6,Table 1,Textural properties,"The introduction of Co/CNT during the BEA zeolite synthesis leads to an increase in the surface area, compared with the Co/BEA catalyst."
a7f6ce78a93862f4,metadata,Design of ruthenium-zeolite nanocomposites for enhanced hydrocarbon synthesis from syngas,1.0,10.1007/s10853-021-06457-1,1.0,Journal of Materials Science,1.0,2021,1.0,"[{'value': 'De´ bora R. Strossi Pedrolo, Vitaly V. Ordomsky, Marcio Schwaab, Nilson R. Marcilio, Andrei Y. Khodakov', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,1.0,"[{'value': 'Synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7f6ce78a93862f4,catalyst,,,,,,,,,,,,,,,a7f6ce78a93862f4:cat001,RuCNT/ZSM-5,Ruthenium,ZSM-5,,Synthesis using carbon nanotubes as a secondary template,,,,,,,,,,,,,,,,,,,,,,,
a7f6ce78a93862f4,catalyst,,,,,,,,,,,,,,,a7f6ce78a93862f4:cat002,RuCNT/BEA,Ruthenium,BEA,,Synthesis using carbon nanotubes as a secondary template,,,,,,,,,,,,,,,,,,,,,,,
a7f6ce78a93862f4,catalyst,,,,,,,,,,,,,,,a7f6ce78a93862f4:cat003,CoCNT/BEA,Cobalt,BEA,,Synthesis using carbon nanotubes as a secondary template,,,,,,,,,,,,,,,,,,,,,,,
a7f6ce78a93862f4,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,a7f6ce78a93862f4:cond001,Co/BEA,250 °C,20,20–70 L/gCo h,2,high-pressure fixed bed reactor,40,,,,,,,,,,,,
a7f6ce78a93862f4,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,a7f6ce78a93862f4:perf001,conversion,CO,35,%,1.0,,,,,,
a7f6ce78a93862f4,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,a7f6ce78a93862f4:perf002,STY,CO,1380,mmol CO h^-1 gcat^-1,1.0,,,,,,
a7f6ce78a93862f4,performance,,,,,,,,,,,,,,,,,,,,,,,,,RuCNT/BEA,,,,,,,a7f6ce78a93862f4:perf003,selectivity,CH4,61.2,%,1.0,,,,,,
a7f6ce78a93862f4,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/BEA,,,,,,,a7f6ce78a93862f4:perf004,selectivity,CH4,11.6,%,1.0,,,,,,
a7f6ce78a93862f4,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata,,3,Figure 1,Schema of synthesis of metal zeolite catalysts,The hierarchical ZSM-5 zeolite with ruthenium was synthesized by using the following initial composition of the gel: 2.7NaCl:1Al2O3:12.5-TPAOH:55.8SiO2:7500H2O.
a7f6ce78a93862f4,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,catalyst,particle size,5,Table 1,,The particle size of Co3O4 and RuO3 calculated using the Scherrer equation (Table 1) was between 9 and 44 nm.
a7f6ce78a93862f4,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,reaction_conditions,temperature,4,,,The reaction was conducted at 250 /C176C in order to create favorable conditions for the acid-catalyzed reactions.
a7f6ce78a93862f4,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,performance,GHSV,4,,,The flow was adjusted to obtain a GHSV of 20–70 L/gCo h.
4cb9198b7b4f3182,metadata,Application of mesoporous ZSM-5 as a support for Fischer–Tropsch cobalt catalysts,1.0,10.1007/s10934-014-9901-9,1.0,Catalysis Letters,0.9,2014,1.0,"[{'value': 'Yuelun Wang, Weiming Zhao, Zhuo Li, Hui Wang, Jinhu Wu, Min Li, Zhiping Hu, Yongshen Wang, Jun Huang, Yunpeng Zhao', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Article,0.9,"[{'value': 'Fischer–Tropsch synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 0.9}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cb9198b7b4f3182,catalyst,,,,,,,,,,,,,,,4cb9198b7b4f3182:cat001,Co/meso-ZSM-5,Co,meso-ZSM-5,,alkaline treatment,400,10,H2,,,,,,,,,,,,,,,,,,,,
4cb9198b7b4f3182,catalyst,,,,,,,,,,,,,,,4cb9198b7b4f3182:cat002,Co/ZSM-5,Co,ZSM-5,,,,,,,,,,,,,,,,,,,,,,,,,
4cb9198b7b4f3182,catalyst,,,,,,,,,,,,,,,4cb9198b7b4f3182:cat003,Co/SiO2,Co,SiO2,,,,,,,,,,,,,,,,,,,,,,,,,
4cb9198b7b4f3182,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,4cb9198b7b4f3182:cond001,Co/meso-ZSM-5,400 °C,2 MPa,1000 h-1,,fixed-bed reactor,24 h,,,,,,,,,,,,
4cb9198b7b4f3182,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/meso-ZSM-5,,,,,,,4cb9198b7b4f3182:perf001,CO conversion,CO,64.2,%,1.0,,,,,,
4cb9198b7b4f3182,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/meso-ZSM-5,,,,,,,4cb9198b7b4f3182:perf002,selectivity,C5-18,,,0.5,,,,,,
4cb9198b7b4f3182,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/meso-ZSM-5,,,,,,,4cb9198b7b4f3182:perf003,selectivity,CH4,,,0.5,,,,,,
